Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
130,00:12:43,25.04,-0.15,0.19,0.29,0.13,3778,1,1.62,2036.45,3.89,54.99,0.00,1,0.80,0.00,-0.02,1,0.00,0
131,00:12:43,25.72,-0.13,0.14,0.28,0.13,3870,1,1.64,2036.59,4.03,54.98,0.00,1,0.80,0.00,-0.02,1,0.00,0
132,00:12:43,26.43,-0.11,0.07,0.28,0.13,3984,1,1.66,2036.74,4.18,54.98,0.00,1,0.80,0.00,-0.01,1,0.00,0
133,00:12:44,27.14,-0.08,0.01,0.28,0.13,4086,1,1.68,2036.89,4.34,54.98,0.00,1,0.80,0.00,-0.01,1,0.00,0
134,00:12:44,27.89,-0.05,0.01,0.28,0.14,4173,1,1.70,2037.05,4.49,54.98,0.00,1,0.80,0.00,-0.00,1,0.00,0
135,00:12:44,28.64,-0.03,0.06,0.27,0.14,4279,1,1.72,2037.21,4.65,54.98,0.00,1,0.80,0.00,0.00,1,0.00,0
136,00:12:44,29.38,0.00,0.13,0.27,0.14,4408,1,1.74,2037.37,4.82,54.98,0.00,1,0.80,0.00,0.01,1,0.00,0
137,00:12:44,30.13,0.03,0.15,0.27,0.14,4519,1,1.76,2037.54,4.99,54.98,0.00,1,0.80,0.00,0.01,1,0.00,0
138,00:12:44,30.87,0.05,0.10,0.26,0.15,4633,1,1.78,2037.71,5.16,54.98,0.00,1,0.80,0.00,0.02,1,0.00,0
139,00:12:44,31.63,0.08,0.01,0.26,0.15,4752,1,1.80,2037.89,5.33,54.98,0.00,1,0.80,0.00,0.02,1,0.00,0
140,00:12:44,32.37,0.11,-0.01,0.26,0.15,4853,1,1.82,2038.07,5.52,54.98,0.00,1,0.80,0.00,0.03,1,0.00,0
141,00:12:44,33.13,0.13,-0.07,0.25,0.15,4941,1,1.84,2038.26,5.70,54.98,0.00,1,0.80,0.00,0.03,1,0.00,0
142,00:12:44,33.89,0.17,-0.09,0.25,0.15,5031,1,1.86,2038.45,5.89,54.98,0.00,1,0.80,0.00,0.04,1,0.00,0
143,00:12:44,34.63,0.21,0.02,0.25,0.15,5139,1,1.88,2038.64,6.08,54.98,0.00,1,0.80,0.00,0.04,1,0.00,0
144,00:12:44,35.37,0.24,0.15,0.24,0.16,5251,1,1.90,2038.84,6.28,54.98,0.00,1,0.80,0.00,0.05,1,0.00,0
145,00:12:44,36.11,0.27,0.13,0.24,0.16,5364,1,1.92,2039.04,6.48,54.98,0.00,1,0.80,0.00,0.05,1,0.00,0
146,00:12:44,36.83,0.28,-0.01,0.23,0.16,5513,1,1.94,2039.25,6.69,54.98,0.00,1,0.80,0.00,0.06,1,0.00,0
147,00:12:44,37.60,0.31,-0.08,0.23,0.16,5563,1,1.96,2039.46,6.90,54.98,0.00,1,0.80,0.00,0.06,1,0.00,0
148,00:12:44,38.35,0.36,0.05,0.22,0.16,5636,1,1.98,2039.67,7.11,54.98,0.00,1,0.80,0.00,0.06,1,0.00,0
149,00:12:44,39.16,0.41,0.21,0.22,0.16,5754,1,2.01,2039.91,7.35,54.98,0.00,1,0.80,0.00,0.07,1,0.00,0
150,00:12:44,39.93,0.43,0.16,0.21,0.17,5931,1,2.03,2040.15,7.60,54.98,0.00,1,0.80,0.00,0.07,1,0.00,0
151,00:12:44,40.73,0.43,0.04,0.21,0.17,6033,1,2.05,2040.40,7.85,54.98,0.00,1,0.80,0.00,0.08,1,0.00,0
152,00:12:44,41.54,0.48,0.04,0.20,0.17,6095,1,2.07,2040.66,8.10,54.98,0.00,1,0.80,0.00,0.08,1,0.00,0
153,00:12:44,42.34,0.51,0.03,0.20,0.17,6215,1,2.09,2040.92,8.36,54.98,0.00,1,0.80,0.00,0.09,1,0.00,0
154,00:12:44,43.13,0.56,0.10,0.19,0.17,6320,1,2.12,2041.18,8.62,54.98,0.00,1,0.80,0.00,0.09,1,0.00,0
155,00:12:44,43.91,0.60,0.11,0.19,0.17,6441,1,2.14,2041.45,8.89,54.97,0.00,1,0.80,0.00,0.10,1,0.00,0
156,00:12:44,44.68,0.62,0.02,0.18,0.17,6569,1,2.16,2041.72,9.17,54.97,0.00,1,0.80,0.00,0.10,1,0.00,0
157,00:12:44,45.46,0.63,-0.05,0.18,0.17,6675,1,2.18,2042.00,9.44,54.97,0.00,1,0.80,0.00,0.10,1,0.00,0
158,00:12:44,46.24,0.66,0.02,0.17,0.17,6740,1,2.20,2042.28,9.73,54.97,0.00,2,0.80,0.00,0.11,1,0.00,0
159,00:12:44,47.00,0.73,0.11,0.17,0.17,6845,1,2.23,2042.57,10.01,54.97,0.00,2,0.80,0.00,0.11,1,0.00,0
160,00:12:44,47.73,0.74,0.04,0.16,0.17,7012,1,2.25,2042.86,10.30,54.97,0.00,2,0.80,0.00,0.11,2,0.00,0
161,00:12:44,47.85,0.72,-0.05,0.15,0.17,5057,2,2.27,2043.15,10.60,54.97,0.00,2,0.80,0.00,0.12,2,0.00,0
162,00:12:44,47.84,0.79,0.04,0.15,0.17,5046,2,2.29,2043.45,10.89,54.97,0.00,2,0.80,0.00,0.12,2,0.00,0
163,00:12:44,47.81,0.84,0.16,0.14,0.17,5036,2,2.31,2043.74,11.19,54.97,0.00,2,0.80,0.00,0.12,2,0.00,0
164,00:12:44,47.79,0.82,0.07,0.14,0.16,5026,2,2.34,2044.04,11.48,54.97,0.00,2,0.80,0.00,0.12,2,0.00,0
